image_name,tags
test_19212,agriculture habitation clear road primary
test_19213,agriculture partly_cloudy clear primary cultivation
test_19214,clear primary
test_19215,agriculture clear road primary cultivation
test_19216,agriculture water haze road primary
test_19217,water clear road primary
test_19218,agriculture clear primary
test_19219,clear primary
test_19220,agriculture partly_cloudy water habitation road primary
test_19221,agriculture clear primary cultivation
test_19222,agriculture partly_cloudy road primary
test_19223,clear primary
test_19224,clear primary
test_19225,agriculture habitation clear road primary cultivation
test_19226,clear primary
test_19227,clear primary
test_19228,clear primary
test_19229,agriculture clear primary cultivation
test_19230,clear primary
test_19231,agriculture partly_cloudy water road primary
test_19232,haze primary
test_19233,haze clear primary
test_19234,agriculture water habitation clear road primary
test_19235,partly_cloudy primary
test_19236,agriculture water haze primary
test_19237,agriculture partly_cloudy primary
test_19238,partly_cloudy primary
test_19239,clear primary
test_19240,partly_cloudy haze primary
test_19241,partly_cloudy primary
test_19242,agriculture water habitation clear road primary cultivation
test_19243,water cloudy clear primary
test_19244,agriculture clear road primary cultivation
test_19245,agriculture water clear primary
test_19246,agriculture water clear road primary
test_19247,agriculture habitation clear road primary
test_19248,clear primary
test_19249,partly_cloudy primary
test_19250,agriculture clear primary cultivation
test_19251,clear primary
test_19252,agriculture water clear primary
test_19253,clear primary
test_19254,clear primary
test_19255,agriculture water cloudy haze primary
test_19256,agriculture water clear primary
test_19257,haze primary
test_19258,agriculture clear road primary
test_19259,cloudy
test_19260,agriculture water clear road primary
test_19261,clear primary
test_19262,agriculture clear primary cultivation
test_19263,clear primary
test_19264,clear primary
test_19265,clear primary
test_19266,agriculture clear primary cultivation
test_19267,clear primary
test_19268,clear primary
test_19269,agriculture water habitation clear road primary cultivation
test_19270,clear primary
test_19271,clear primary
test_19272,cloudy haze primary
test_19273,water cloudy haze primary
test_19274,agriculture clear road primary
test_19275,partly_cloudy clear primary
test_19276,agriculture partly_cloudy habitation clear road primary cultivation
test_19277,partly_cloudy clear primary
test_19278,agriculture partly_cloudy water habitation clear road primary
test_19279,clear primary
test_19280,agriculture habitation clear road primary
test_19281,agriculture water clear road primary
test_19282,agriculture water habitation clear road primary
test_19283,cloudy
test_19284,agriculture clear primary cultivation
test_19285,agriculture partly_cloudy water road primary
test_19286,agriculture clear road primary cultivation
test_19287,clear primary
test_19288,clear primary
test_19289,cloudy
test_19290,agriculture habitation clear road primary
test_19291,clear primary
test_19292,agriculture partly_cloudy habitation road primary
test_19293,agriculture water clear road primary
test_19294,partly_cloudy primary
test_19295,clear primary
test_19296,clear primary
test_19297,agriculture partly_cloudy water cloudy primary
test_19298,clear primary
test_19299,agriculture water haze road primary
test_19300,partly_cloudy water primary
test_19301,agriculture water clear primary cultivation
test_19302,agriculture water clear primary
test_19303,agriculture partly_cloudy primary
test_19304,agriculture water clear road primary
test_19305,agriculture water habitation clear road primary cultivation
test_19306,agriculture water clear primary cultivation
test_19307,clear primary
test_19308,clear primary
test_19309,agriculture partly_cloudy water habitation clear road primary
test_19310,clear primary
test_19311,agriculture partly_cloudy water road primary
test_19312,cloudy
test_19313,agriculture water clear primary
test_19314,agriculture water clear road primary
test_19315,agriculture clear road primary
test_19316,agriculture partly_cloudy water habitation road primary
test_19317,cloudy
test_19318,partly_cloudy cloudy haze primary
test_19319,haze primary
test_19320,agriculture clear primary cultivation
test_19321,agriculture partly_cloudy water road primary
test_19322,partly_cloudy primary
test_19323,agriculture clear primary cultivation
test_19324,agriculture water habitation clear road primary cultivation
test_19325,clear primary
test_19326,clear primary
test_19327,partly_cloudy primary
test_19328,agriculture clear road primary
test_19329,clear primary
test_19330,agriculture clear road primary
test_19331,haze primary
test_19332,agriculture partly_cloudy water clear primary
test_19333,partly_cloudy clear primary
test_19334,agriculture water clear primary
test_19335,agriculture cloudy haze primary
test_19336,cloudy haze primary
test_19337,agriculture clear road primary cultivation
test_19338,partly_cloudy clear primary
test_19339,agriculture water habitation clear road primary
test_19340,clear primary
test_19341,cloudy haze primary
test_19342,water clear road primary
test_19343,agriculture water clear road primary
test_19344,clear primary
test_19345,agriculture clear road primary
test_19346,clear primary
test_19347,water clear road primary
test_19348,agriculture water clear primary
test_19349,agriculture water clear road primary
test_19350,agriculture water clear road primary
test_19351,cloudy
test_19352,clear primary
test_19353,water clear selective_logging road primary
test_19354,haze primary
test_19355,agriculture clear road primary
test_19356,clear primary
test_19357,agriculture partly_cloudy water habitation road primary
test_19358,agriculture partly_cloudy habitation road primary cultivation
test_19359,cloudy haze primary
test_19360,agriculture water clear primary
test_19361,partly_cloudy primary
test_19362,agriculture partly_cloudy road primary
test_19363,clear primary
test_19364,agriculture water clear road primary
test_19365,clear primary
test_19366,agriculture habitation clear road primary
test_19367,water cloudy clear
test_19368,agriculture water clear road primary
test_19369,clear primary
test_19370,agriculture habitation clear road primary cultivation
test_19371,agriculture partly_cloudy water clear road primary
test_19372,agriculture clear primary cultivation
test_19373,agriculture clear primary cultivation
test_19374,clear primary
test_19375,agriculture water habitation clear road primary
test_19376,agriculture water habitation clear road primary
test_19377,agriculture clear primary cultivation
test_19378,agriculture clear primary cultivation
test_19379,clear primary
test_19380,clear primary
test_19381,water clear road primary
test_19382,water clear primary
test_19383,agriculture water clear road primary
test_19384,clear primary
test_19385,agriculture clear road primary cultivation
test_19386,agriculture clear road primary
test_19387,agriculture habitation clear road primary cultivation
test_19388,agriculture clear road primary cultivation
test_19389,agriculture partly_cloudy road primary
test_19390,cloudy haze primary
test_19391,agriculture habitation clear road primary
test_19392,clear primary
test_19393,haze primary
test_19394,agriculture water clear primary cultivation
test_19395,agriculture habitation clear road primary cultivation
test_19396,agriculture partly_cloudy water primary
test_19397,partly_cloudy primary
test_19398,clear primary
test_19399,clear primary
test_19400,clear primary
test_19401,agriculture partly_cloudy water primary
test_19402,water clear road primary
test_19403,agriculture partly_cloudy clear primary cultivation
test_19404,clear primary
